,50,100,500,1000
OSR1,-0.059233114,-0.128504316,-0.139384699,-0.138737263
OSR0.8,-0.087211497,-0.124609012,-0.137511946,-0.13635956
OSR0.6,-0.10010557,-0.128372012,-0.134086029,-0.135535224
OSR0.4,-0.095670935,-0.12503758,-0.132906962,-0.134262331
OSR0.2,-0.0735,-0.12373203,-0.132797931,-0.131190048
OSR0.1,-0.051166667,-0.089666667,-0.132163289,-0.12910224
OSR.05,-0.058333333,-0.065,-0.150659841,-0.13329167
