,50,100,500,1000
OSR1,-0.218199793,-0.168665104,-0.164378289,-0.165007972
OSR0.8,-0.222313874,-0.170633178,-0.165252037,-0.163577389
OSR0.6,-0.23527292,-0.180293493,-0.160351197,-0.16238515
OSR0.4,-0.256084346,-0.21993277,-0.158873032,-0.158794582
OSR0.2,-0.240666667,-0.28251067,-0.158574368,-0.154215397
OSR0.1,-0.224333333,-0.240333333,-0.187144213,-0.153277846
OSR.05,-0.218,-0.229666667,-0.284859615,-0.179913505
