"","500","100"
"OSR.2.h.5",-0.0437836835261708,-0.0572234573002755
"OSR.1.h.5",-0.0634798029608479,-0.0420000000000001
"OSR.05.h.5",-0.0774300677617391,-0.0520000000000001
