"","500","100"
"OSR.2.h.5",-0.0514859897520661,-0.0613223553719009
"OSR.1.h.5",-0.0670520137310698,-0.0443333333333334
"OSR.05.h.5",-0.0871480462816027,-0.0536666666666667
