"","500","100"
"OSR.2.h.5",-0.0473332502479339,-0.0611866157024794
"OSR.1.h.5",-0.0705133357734592,-0.0490000000000001
"OSR.05.h.5",-0.0794568059921265,-0.0463333333333334
