"","500","100"
"OSR.2.h.5",-0.0404760586776859,-0.0450103457300276
"OSR.1.h.5",-0.0626818294793103,-0.0316666666666667
"OSR.05.h.5",-0.0761279095967611,-0.0416666666666667
