,50,100,500,1000
OSR1,0.218199793,0.168665104,0.164378289,0.165007972
OSR0.8,0.192369838,0.167796299,0.167121078,0.167643378
OSR0.6,0.181414323,0.16186379,0.168704396,0.167794683
OSR0.4,0.15744581,0.146372876,0.169233713,0.170096338
OSR0.2,0.13,0.113375207,0.171542038,0.171795765
OSR0.1,0.123333333,0.124994792,0.158261641,0.171468662
OSR.05,0.123,0.113666667,0.098989778,0.160804262
